Timestamp,Name,Email,Date of birth,Age,Province,Gender,Year of Study ,Field of Study,How many hours per day do you use each platform? [Facebook],How many hours per day do you use each platform? [Instagram],How many hours per day do you use each platform? [Snapchat],How many hours per day do you use each platform? [Tiktok],How many hours per day do you use each platform? [X (Twitter)],How many hours per day do you use each platform? [Other],"On average, how many hours of sleep do you get per night?",What devices do you use to access social media,Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media helps me feel connected to others.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media makes me feel anxious or stressed.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media distracts me from academic work.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media improves my mood when I feel lonely.],Select any of the following reasons for using social media:
3/15/2026 08:00:00,Oscar Nguyen,oscar.nguyen@hotmail.com,7/2/1998,27.0,Alta,Female,3.0,Physics,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Tablet,Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time"
3/6/2026 17:00:00,Lucas Singh,,10/9/2009,16.0,british columbia,Female,3.0,Engineering,1.0,2.0,1.0,3.0,0.0,0.0,6.0,"Laptop, Tablet, Gaming console",Agree,Agree,Neutral,Neutral,Staying informed about news/events
3/9/2026 10:00:00,Arjun Chen,arjun.chen@proton.me,6/16/2002,23.0,Ontario,Female,2.0,Computer Science,0.0,1.0,0.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Tablet",Neutral,Disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/19/2026 14:00:00,Priya Smith,,11/6/2005,20.0,Alta,Male,3.0,Biology,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop",Neutral,Neutral,Neutral,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
1/1/2026 15:02:00,Ravi Smith,ravi.smith@icloud.com,4/28/2001,24.0,ON,Non-binary,,econ,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Desktop computer",Agree,Neutral,Neutral,Strong agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking"
3/12/2026 18:00:00,Zara Singh,zara.singh@proton.me,9/10/2001,24.0,B.C.,Male,3.0,Statistics,1.0,2.0,1.0,,0.0,0.0,8.0,Smartphone,Agree,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Academic or professional networking, Self-expression / creativity"
3/15/2026 14:00:00,Oscar Wilson,oscar.wilson@yahoo.com,5/7/2005,20.0,British Columbia,Female,2.0,Engineering,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Desktop computer",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/8/2026 19:00:00,Ravi Brown,ravi.brown@icloud.com,7/7/2007,18.0,B.C.,Female,1.0,biology,1.0,2.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/14/2026 13:00:00,Aisha Singh,aisha.singh@viu.ca,6/3/2006,19.0,Ontario,Female,3.0,stats,1.0,2.0,1.0,2.0,0.0,0.0,7.0,Laptop,Agree,Neutral,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/3/2026 15:00:00,Ravi Lopez,ravi.lopez@yahoo.com,11/22/2006,19.0,British Columbia,Non-binary,4.0,stats,0.0,1.0,1.0,1.0,0.0,0.0,8.0,Smartphone,Strong agree,Disagree,,Neutral,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/7/2026 08:00:00,Mia Khan,mia.khan@gmail.com,7/9/2009,16.0,QC,Male,2.0,stats,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Strong agree,Disagree,,Neutral,"Entertainment / passing time, Academic or professional networking"
3/18/2026 12:00:00,Amir Smith,amir.smith@outlook.com,11/8/2004,21.0,British Columbia,,2.0,Economics,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Smartphone,Strong agree,Disagree,Disagree,Neutral,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/2/2026 18:00:00,Oscar Anderson,oscar.anderson@icloud.com,3/15/2005,21.0,British Columbia,Female,3.0,psycology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Tablet, Gaming console",Neutral,Disagree,Disagree,Neutral,"Entertainment / passing time, Staying informed about news/events"
3/8/2026 08:00:00,Zara Garcia,zara.garcia@hotmail.com,,18.0,BC,Male,1.0,psycology,1.0,2.0,1.0,2.0,0.0,,6.0,Laptop,Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/17/2026 19:00:00,Hana Clark,hana.clark@yahoo.com,7/21/2008,17.0,NS,Female,1.0,chem,0.0,1.0,1.0,1.0,0.0,0.0,7.0,,Neutral,Disagree,Strongly disagree,Agree,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/16/2026 08:00:00,Lucas Dubois,,9/22/2003,22.0,british columbia,Male,2.0,CompSci,1.0,1.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Agree,Disagree,Disagree,Strong agree,Entertainment / passing time
3/3/2026 08:00:00,Arjun Roy,arjun.roy@uottawa.ca,5/13/2002,23.0,BC,Female,3.0,enginering,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Tablet",Disagree,Neutral,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/9/2026 18:00:00,Ethan Thomas,ethan.thomas@ualberta.ca,10/25/2004,21.0,BC,Female,4.0,Engineering,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Agree,Disagree,Disagree,Neutral,"Entertainment / passing time, Self-expression / creativity"
3/13/2026 15:00:00,Sofia Lopez,sofia.lopez@hotmail.com,3/8/2007,19.0,Quebec,Male,3.0,Creative Writing,1.0,2.0,1.0,2.0,0.0,0.0,7.0,"Laptop, Tablet, Gaming console",Neutral,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Staying informed about news/events"
3/2/2026 11:00:00,Ava Dubois,ava.dubois@mcgill.ca,11/24/2006,19.0,british columbia,Male,1.0,Psychology,1.0,2.0,1.0,3.0,0.0,0.0,6.0,"Smartphone, Desktop computer",Neutral,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events"
3/8/2026 13:00:00,Amir Martin,amir.martin@yahoo.com,11/9/2008,17.0,ON,Female,1.0,Chemistry,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Tablet",Neutral,Neutral,Disagree,Agree,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
1/1/2026 15:19:00,Fatima Lewis,fatima.lewis@outlook.com,9/17/2006,19.0,B.C.,Male,2.0,engineering,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Tablet",Strong agree,Disagree,Neutral,Agree,"Entertainment / passing time, Self-expression / creativity"
3/15/2026 20:00:00,Zara Harris,zara.harris@outlook.com,8/13/2004,21.0,british columbia,Female,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,9.0,Laptop,Agree,Strongly disagree,Strongly disagree,Agree,"Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/9/2026 19:00:00,Kai White,kai.white@icloud.com,9/19/2008,17.0,BC,Female,1.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Agree,Neutral,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/11/2026 16:00:00,Mateo Garcia,mateo.garcia@icloud.com,7/2/2006,19.0,Alberta,,2.0,Computer Science,1.0,2.0,1.0,3.0,0.0,0.0,5.0,"Smartphone, Tablet, Gaming console",Agree,Neutral,Neutral,Agree,"Academic or professional networking, Self-expression / creativity"
3/7/2026 19:00:00,Sofia White,sofia.white@umontreal.ca,1/21/2007,19.0,ON,Male,3.0,Chemistry,1.0,1.0,1.0,1.0,0.0,0.0,7.0,Tablet,Agree,,Disagree,Agree,"Entertainment / passing time, Academic or professional networking"
3/15/2026 14:00:00,Amir Patel,amir.patel@umontreal.ca,9/17/2005,,british columbia,Male,3.0,chem,1.0,2.0,1.0,1.0,0.0,0.0,6.0,Smartphone,Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/16/2026 11:00:00,Mei Ali,mei.ali@hotmail.com,12/5/2009,16.0,british columbia,Female,4.0,Visual Art,1.0,2.0,1.0,3.0,0.0,0.0,5.0,Smartphone,Neutral,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/19/2026 13:00:00,Yuki Dubois,yuki.dubois@mun.ca,,,Ontario,Male,4.0,Economics,1.0,2.0,1.0,2.0,0.0,0.0,7.0,"Smartphone, Desktop computer",Neutral,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/4/2026 18:00:00,Nina Wilson,nina.wilson@hotmail.com,3/7/2004,22.0,British Columbia,Male,1.0,Visual Art,1.0,2.0,2.0,3.0,0.0,0.0,7.0,"Smartphone, Laptop, Gaming console",Neutral,Neutral,Disagree,,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/12/2026 09:00:00,Mateo Jackson,mateo.jackson@icloud.com,1/25/1999,27.0,B.C.,Male,1.0,biology,0.0,,0.0,1.0,0.0,0.0,8.0,"Desktop computer, Tablet",Strong agree,Disagree,Disagree,Agree,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/18/2026 12:00:00,Zara Ali,,5/19/2006,19.0,Quebec,Male,1.0,Creative Writing,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Gaming console",Strong agree,Disagree,Disagree,Neutral,Staying informed about news/events
3/1/2026 13:00:00,Arjun Singh,arjun.singh@yahoo.com,2/7/2005,21.0,QC,Male,3.0,Chemistry,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Gaming console",Neutral,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Academic or professional networking, Self-expression / creativity"
3/19/2026 15:00:00,Emma Hernandez,emma.hernandez@umontreal.ca,5/30/2007,18.0,ontario,Male,1.0,Computer Science,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Smartphone,,,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/11/2026 08:00:00,Zara Khan,zara.khan@icloud.com,11/12/2004,,NS,Male,3.0,stats,0.0,1.0,0.0,1.0,0.0,0.0,9.0,Desktop computer,Neutral,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking"
3/8/2026 08:00:00,Priya Nguyen,priya.nguyen@outlook.com,2/1/1999,27.0,Alberta,Male,,Economics,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Desktop computer, Tablet",Neutral,Disagree,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/8/2026 17:00:00,Mei Jackson,mei.jackson@gmail.com,5/22/2008,,ON,Female,1.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Agree,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/16/2026 18:00:00,Lucas White,lucas.white@gmail.com,12/15/2006,19.0,BC,Female,3.0,psychology,0.0,1.0,0.0,0.0,0.0,0.0,8.0,"Smartphone, Tablet",Strong agree,Strongly disagree,Strongly disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/4/2026 11:00:00,Diego Young,diego.young@icloud.com,12/4/2004,21.0,british columbia,Female,4.0,enginering,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer",Agree,Disagree,Strongly disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
1/1/2026 15:37:00,Nina White,nina.white@wilfridlaurier.ca,6/2/2001,24.0,,Male,1.0,engineering,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Tablet",Agree,Neutral,Strongly disagree,Agree,"Academic or professional networking, Self-expression / creativity"
3/14/2026 08:00:00,Ava Jackson,ava.jackson@icloud.com,2/16/2009,17.0,BC,Male,1.0,comp sci,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer, Gaming console",Agree,Disagree,Strongly disagree,Agree,"Entertainment / passing time, Academic or professional networking"
3/10/2026 16:00:00,Nina Taylor,nina.taylor@outlook.com,2/7/2005,21.0,british columbia,Male,4.0,Statistics,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Tablet, Smart TV",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/19/2026 15:00:00,Emma Smith,emma.smith@icloud.com,3/6/2004,22.0,,Female,4.0,Biolgy,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Desktop computer",Agree,Strongly disagree,Disagree,Neutral,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/2/2026 14:00:00,Amir Brown,amir.brown@gmail.com,10/30/2007,18.0,ON,Male,1.0,Statistics,,2.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Tablet, Gaming console",Strong agree,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/5/2026 10:00:00,Emma Wilson,emma.wilson@icloud.com,10/1/2007,,British Columbia,Female,3.0,Visual Art,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Neutral,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/13/2026 19:00:00,Jamal Thomas,,4/29/2000,25.0,British Columbia,Male,3.0,Biology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Laptop, Desktop computer, Tablet, Gaming console",Agree,Disagree,Neutral,Agree,
3/12/2026 13:00:00,Hana Young,hana.young@gmail.com,1/10/2005,21.0,Quebec,Female,2.0,Psychology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Neutral,Neutral,Disagree,Strong agree,Academic or professional networking
3/17/2026 09:00:00,Nina Hernandez,nina.hernandez@hotmail.com,4/24/2006,19.0,British Columbia,Male,2.0,Economics,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer",Neutral,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/16/2026 13:00:00,Diego Lee,diego.lee@sfu.ca,10/12/2005,20.0,BC,Male,4.0,biology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Agree,Disagree,Disagree,,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/15/2026 16:00:00,Arjun Nguyen,arjun.nguyen@mcgill.ca,5/25/2009,16.0,ontario,Female,2.0,Psychology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Desktop computer",Agree,Disagree,Disagree,Neutral,"Entertainment / passing time, Self-expression / creativity"
3/6/2026 11:00:00,Leo Lewis,leo.lewis@hotmail.com,11/8/2008,17.0,ontario,Male,1.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop, Smart TV",,Disagree,Disagree,Agree,"Entertainment / passing time, Staying informed about news/events"
3/10/2026 14:00:00,Hana Nguyen,hana.nguyen@icloud.com,5/8/2006,19.0,B.C.,Female,3.0,Statistics,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Agree,Disagree,Strongly disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/2/2026 19:00:00,Hana Clark,hana.clark@gmail.com,9/20/2007,18.0,BC,Male,1.0,econ,1.0,2.0,1.0,3.0,0.0,0.0,5.0,Desktop computer,Neutral,Neutral,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking"
1/1/2026 15:51:00,Mia Wilson,mia.wilson@icloud.com,8/3/2002,23.0,british columbia,Male,2.0,Physics,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop",Disagree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking, Self-expression / creativity"
3/2/2026 19:00:00,Amir Gonzalez,amir.gonzalez@gmail.com,,18.0,BC,Male,1.0,econ,1.0,2.0,1.0,3.0,0.0,0.0,5.0,Desktop computer,Neutral,Neutral,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking"
3/6/2026 18:00:00,Leo Hernandez,leo.hernandez@icloud.com,,24.0,Ontario,Male,1.0,Biology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Tablet",Neutral,Disagree,Disagree,Strong agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking"
3/17/2026 11:00:00,Isabella Dubois,isabella.dubois@yahoo.com,8/14/2007,18.0,BC,Female,4.0,Engineering,1.0,2.0,1.0,2.0,0.0,0.0,7.0,"Laptop, Tablet, Gaming console",Neutral,Neutral,,Neutral,
3/10/2026 11:00:00,Arjun Brown,arjun.brown@hotmail.com,1/1/2004,22.0,BC,Prefer not to say,2.0,Psychology,1.0,3.0,2.0,2.0,1.0,0.0,4.0,"Smartphone, Desktop computer",Neutral,Neutral,Neutral,Neutral,"Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/9/2026 11:00:00,Mia Hernandez,,12/9/2002,23.0,AB,Female,3.0,Psychology,1.0,1.0,1.0,1.0,0.0,0.0,,"Smartphone, Laptop, Desktop computer, Smart TV",Agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/2/2026 12:00:00,Diego Patel,diego.patel@hotmail.com,12/16/2006,19.0,Alberta,Male,4.0,,0.0,1.0,0.0,0.0,0.0,0.0,7.0,"Smartphone, Gaming console",Agree,Strongly disagree,Disagree,Neutral,Self-expression / creativity
3/7/2026 18:00:00,Yuki Jackson,yuki.jackson@icloud.com,11/28/2007,18.0,ontario,Female,3.0,Visual Art,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Laptop, Smart TV",Neutral,Neutral,Neutral,Neutral,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/18/2026 08:00:00,Oscar Anderson,oscar.anderson@mun.ca,2/7/2006,20.0,,Male,1.0,CompSci,1.0,2.0,1.0,1.0,0.0,0.0,7.0,,Agree,Neutral,,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/14/2026 15:00:00,Zara Clark,zara.clark@proton.me,10/6/2003,22.0,BC,Male,1.0,biology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Desktop computer",Neutral,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/17/2026 11:00:00,Ava Singh,ava.singh@hotmail.com,10/2/1998,27.0,British Columbia,Male,1.0,Engineering,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Gaming console",Agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time"
3/14/2026 19:00:00,Mia Clark,mia.clark@carleton.ca,2/7/2005,21.0,B.C.,Male,2.0,Biology,1.0,2.0,1.0,2.0,0.0,0.0,7.0,Smartphone,Neutral,Disagree,Disagree,,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/13/2026 12:00:00,Amir Moore,amir.moore@icloud.com,10/12/1998,27.0,British Columbia,Male,2.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Laptop, Desktop computer",Neutral,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking"
3/1/2026 18:00:00,Lucas Wilson,lucas.wilson@hotmail.com,3/24/2001,24.0,british columbia,Female,2.0,Computer Science,1.0,2.0,1.0,1.0,0.0,0.0,6.0,,Agree,,Disagree,Neutral,"Academic or professional networking, Staying informed about news/events"
3/12/2026 15:00:00,Yuki Brown,yuki.brown@outlook.com,,,B.C.,Male,2.0,Computer Science,1.0,2.0,1.0,2.0,0.0,0.0,6.0,Desktop computer,Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/17/2026 13:00:00,Jamal Wilson,,2/22/2000,26.0,QC,Female,3.0,comp sci,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Gaming console",Neutral,Disagree,Disagree,Agree,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/19/2026 13:00:00,Elena Khan,elena.khan@torontomu.ca,8/15/2007,18.0,British Columbia,Female,1.0,stats,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop",Neutral,Disagree,Neutral,,Self-expression / creativity
3/15/2026 12:00:00,Kai Lopez,kai.lopez@icloud.com,6/25/2006,19.0,BC,Female,3.0,comp sci,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop, Tablet",Agree,Disagree,Neutral,,Academic or professional networking
3/2/2026 18:00:00,Chloe Garcia,chloe.garcia@icloud.com,1/3/2007,19.0,NS,Female,3.0,engineering,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Smart TV",Agree,Strongly disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/11/2026 19:00:00,Leo Smith,,4/25/2007,18.0,B.C.,Prefer not to say,3.0,Psychology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Smart TV",Agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/13/2026 14:00:00,Fatima Clark,fatima.clark@outlook.com,12/9/2005,20.0,B.C.,Male,4.0,CompSci,1.0,2.0,1.0,1.0,0.0,0.0,6.0,Smartphone,,Neutral,Neutral,Strong agree,Staying in touch with friends / family
3/6/2026 12:00:00,Noah Lopez,noah.lopez@hotmail.com,10/20/2005,20.0,Nova Scotia,Female,,econ,1.0,2.0,1.0,1.0,0.0,0.0,6.0,Smartphone,Neutral,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/3/2026 16:00:00,Noor Lopez,noor.lopez@yahoo.com,9/10/1999,,british columbia,Female,3.0,CompSci,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Tablet,Agree,Disagree,Strongly disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/3/2026 10:00:00,Noor Wilson,noor.wilson@ontariotechu.ca,7/22/2006,19.0,British Columbia,Male,2.0,Biolgy,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Laptop, Desktop computer",Disagree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/6/2026 16:00:00,Isabella Lee,isabella.lee@icloud.com,10/17/2009,16.0,Ontario,Male,2.0,psychology,1.0,2.0,1.0,3.0,0.0,0.0,5.0,"Smartphone, Gaming console",Neutral,Neutral,Disagree,,"Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/10/2026 11:00:00,Mei Brown,mei.brown@hotmail.com,5/25/2004,21.0,british columbia,Female,4.0,chem,2.0,3.0,,3.0,1.0,0.0,5.0,"Smartphone, Laptop, Gaming console",Agree,Agree,Agree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/12/2026 10:00:00,Amir Moore,amir.moore@uregina.ca,10/8/2009,16.0,B.C.,Male,,Chemistry,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Neutral,Neutral,Disagree,Agree,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/18/2026 20:00:00,Yuki White,yuki.white@proton.me,9/20/2008,17.0,british columbia,Female,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Neutral,Neutral,Disagree,Agree,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events"
3/12/2026 09:00:00,Jamal Moore,jamal.moore@dal.ca,3/12/2004,22.0,Ontario,Non-binary,3.0,psychology,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Tablet",Neutral,Neutral,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking, Self-expression / creativity"
3/12/2026 19:00:00,Mia Singh,mia.singh@concordia.ca,,17.0,BC,Male,1.0,Statistics,1.0,2.0,2.0,2.0,0.0,0.0,6.0,,Neutral,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/12/2026 10:00:00,Noah Chen,noah.chen@yahoo.com,8/5/2003,22.0,british columbia,Male,2.0,Statistics,0.0,1.0,1.0,1.0,0.0,0.0,7.0,"Laptop, Tablet",Strong agree,Strongly disagree,Disagree,Agree,Entertainment / passing time
3/11/2026 16:00:00,Aisha Lopez,aisha.lopez@yorku.ca,7/7/2007,18.0,BC,Non-binary,2.0,stats,0.0,1.0,1.0,1.0,0.0,0.0,8.0,Smartphone,Agree,Disagree,Strongly disagree,,Entertainment / passing time
3/2/2026 16:00:00,Ravi Khan,ravi.khan@icloud.com,4/8/2007,18.0,british columbia,Female,1.0,Biology,1.0,2.0,1.0,2.0,0.0,0.0,7.0,Laptop,Neutral,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/19/2026 11:00:00,Sofia Singh,sofia.singh@gmail.com,9/29/2004,21.0,British Columbia,Female,1.0,Psychology,1.0,2.0,1.0,3.0,0.0,0.0,6.0,"Smartphone, Laptop, Gaming console",Neutral,Disagree,Neutral,Agree,"Staying informed about news/events, Self-expression / creativity"
3/4/2026 11:00:00,Zara White,zara.white@outlook.com,5/21/2000,,British Columbia,Female,3.0,stats,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/17/2026 09:00:00,Lucas Lewis,lucas.lewis@concordia.ca,2/17/2009,17.0,British Columbia,Male,1.0,psycology,1.0,3.0,2.0,2.0,1.0,0.0,5.0,"Smartphone, Laptop",Neutral,,Neutral,Neutral,"Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/5/2026 17:00:00,Isabella Singh,isabella.singh@yahoo.com,9/4/2007,18.0,B.C.,Male,2.0,Engineering,1.0,2.0,1.0,2.0,0.0,0.0,7.0,"Laptop, Gaming console",Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking"
